# IVD_Stats
#
# History:
#
# 201x-xx-xx Combined registration of the PanCJKV collection and of
#            sequences in that collection (EXPERIMENTAL/UNREGISTERED).
#
# 2014-05-16 Combined registration of the Moji_Joho collection and of
#            sequences in that collection.
#
# 2012-03-02 Registration of additional sequences in the Adobe-Japan1
#            collection. Registration of additional sequences in the
#            Hanyo-Denshi collection.
#
# 2010-11-14 Combined registration of the Hanyo-Denshi collection and of
#            sequences in that collection.
#
# 2007-12-14 Combined registration of the Adobe-Japan1 collection and of
#            sequences in that collection.
#
# IVS, Base Character & Variation Selector Usage Statistics
#
# The first row reports the total number of unique IVSes; the second row
# reports the total number of unique base characters; the rows that begin
# with 'VS' followed by an integer report the total number of unique IVSes
# using a particular variation selector; and subsequent rows that simply
# begin with an integer value report the number of base characters which
# include that particular number of IVSes.
#
# 1st Column: Identifies the type of information; value can be 'IVS',
#             'BC' (base character), a short name for a VS in the form
#             'VSnn' or 'VSnnn', or an integer value
# 2nd Column: Sum total for each column statistics
# 3rd Column: Data for the Adobe-Japan1 collection
# 4th Column: Data for the Hanyo-Denshi collection
# 5th Column: Data for the Moji_Joho collection
# 6th Column: Data for the PanCJKV collection
#
# Additional columns will be defined as new collections are added.
#
# Duplicate sequence identifiers and shared IVSes are reported in comments
# at the end of the file.
#
# This file is part of the Unicode Ideographic Variation Database (IVD).
# For more details on the IVD, see UTS #37:
# http://www.unicode.org/reports/tr37/
#
# Copyright 2006-2016 Unicode, Inc.
# For terms of use, see: http://www.unicode.org/terms_of_use.html
#
#       TOTAL    Adobe-Japan1   Hanyo-Denshi   Moji_Joho   PanCJKV
# 385B E0100: Hanyo-Denshi; KS102110 & Moji_Joho; MJ000988
# 385B E0101: Hanyo-Denshi; KS102300 & Moji_Joho; MJ000989
# 3862 E0100: Hanyo-Denshi; IA0258 & Moji_Joho; MJ000996
# 3862 E0101: Hanyo-Denshi; JTB0BC & Moji_Joho; MJ000997
# 38B4 E0100: Hanyo-Denshi; IA0275 & Moji_Joho; MJ001075
# 38B4 E0101: Hanyo-Denshi; JTB10A & Moji_Joho; MJ001076
# 38C7 E0100: Hanyo-Denshi; IA1841 & Moji_Joho; MJ001092
# 38C7 E0101: Hanyo-Denshi; KS112160 & Moji_Joho; MJ001093
# 3900 E0100: Hanyo-Denshi; KS117270 & Moji_Joho; MJ057490
# 3900 E0101: Hanyo-Denshi; KS117330 & Moji_Joho; MJ057493
# 3917 E0101: Hanyo-Denshi; IA0290 & Moji_Joho; MJ001164
# 3917 E0102: Hanyo-Denshi; JTC0E4 & Moji_Joho; MJ001165
# 393A E0100: Hanyo-Denshi; IA0304 & Moji_Joho; MJ001199
# 393A E0101: Hanyo-Denshi; KS119130 & Moji_Joho; MJ001198
# 396F E0101: Hanyo-Denshi; JD1264 & Moji_Joho; MJ001247
# 396F E0102: Hanyo-Denshi; KS125570 & Moji_Joho; MJ001248
# 39A2 E0100: Hanyo-Denshi; IA2004 & Moji_Joho; MJ001297
# 39A2 E0101: Hanyo-Denshi; JT39A2 & Moji_Joho; MJ001298
# 39AE E0100: Hanyo-Denshi; IA0324 & Moji_Joho; MJ001313
# 39AE E0101: Hanyo-Denshi; KS130240 & Moji_Joho; MJ057537
# 39B6 E0100: Hanyo-Denshi; IA0327 & Moji_Joho; MJ001323
# 39B6 E0101: Hanyo-Denshi; JTB1CE & Moji_Joho; MJ001322
# 39DE E0100: Hanyo-Denshi; IA0330 & Moji_Joho; MJ001356
# 39DE E0101: Hanyo-Denshi; IB0688S & Moji_Joho; MJ001357
# 3A17 E0100: Hanyo-Denshi; IA0334 & Moji_Joho; MJ001407
# 3A17 E0101: Hanyo-Denshi; JTB208 & Moji_Joho; MJ001408
# 3A6E E0101: Hanyo-Denshi; IA0341 & Moji_Joho; MJ001487
# 3A6E E0102: Hanyo-Denshi; IP6511 & Moji_Joho; MJ001486
# 3A9C E0100: Hanyo-Denshi; IA2288 & Moji_Joho; MJ001528
# 3A9C E0101: Hanyo-Denshi; KS149250 & Moji_Joho; MJ057606
# 3AA4 E0100: Hanyo-Denshi; IA2301 & Moji_Joho; MJ001537
# 3AA4 E0101: Hanyo-Denshi; KS149630 & Moji_Joho; MJ001536
# 3AE0 E0100: Hanyo-Denshi; JTB290 & Moji_Joho; MJ001588
# 3AE6 E0100: Hanyo-Denshi; IA0361 & Moji_Joho; MJ001595
# 3AE6 E0101: Hanyo-Denshi; KS156500 & Moji_Joho; MJ001594
# 3AF7 E0100: Hanyo-Denshi; IA0369 & Moji_Joho; MJ001613
# 3AF7 E0101: Hanyo-Denshi; KS157460 & Moji_Joho; MJ001612
# 3B08 E0100: Hanyo-Denshi; IB2026 & Moji_Joho; MJ001627
# 3B08 E0101: Hanyo-Denshi; KS158740 & Moji_Joho; MJ001628
# 3B0A E0100: Hanyo-Denshi; IA0372 & Moji_Joho; MJ001630
# 3B0A E0101: Hanyo-Denshi; JT3B0A & Moji_Joho; MJ001631
# 3B1D E0100: Hanyo-Denshi; IA0375 & Moji_Joho; MJ001649
# 3B1D E0101: Hanyo-Denshi; IB2038 & Moji_Joho; MJ001650
# 3B26 E0100: Hanyo-Denshi; IA0378 & Moji_Joho; MJ001659
# 3B26 E0101: Hanyo-Denshi; KS160390 & Moji_Joho; MJ001658
# 3B27 E0100: Hanyo-Denshi; IA0602 & Moji_Joho; MJ001660
# 3B27 E0101: Hanyo-Denshi; JT3B27 & Moji_Joho; MJ001661
# 3B27 E0102: Hanyo-Denshi; JTB85C & Moji_Joho; MJ001662
# 3B3C E0100: Hanyo-Denshi; IA0382 & Moji_Joho; MJ001683
